Entity,Code,Year,Category,Energy Consumption
World,OWID_WRL,2008,Modern Biofuels,538.46704
World,OWID_WRL,2008,Solar,35.682663
World,OWID_WRL,2008,Wind,622.1905
World,OWID_WRL,2008,Hyrdropower,9137.472
World,OWID_WRL,2008,Nuclear,7381.6016
World,OWID_WRL,2008,Gas,30026.16
World,OWID_WRL,2008,Oil,47537.797
World,OWID_WRL,2008,Coal,40780.08
World,OWID_WRL,2008,Traditional Biomass,11829
World,OWID_WRL,2009,Other renewables,1049.1632
World,OWID_WRL,2009,Modern Biofuels,610.6535
World,OWID_WRL,2009,Solar,58.852226
World,OWID_WRL,2009,Wind,773.0175
World,OWID_WRL,2009,Hyrdropower,9066.387
World,OWID_WRL,2009,Nuclear,7232.23
World,OWID_WRL,2009,Gas,29405.35
World,OWID_WRL,2009,Oil,46489.17
World,OWID_WRL,2009,Coal,40144.2
World,OWID_WRL,2009,Traditional Biomass,11747
World,OWID_WRL,2010,Other renewables,1173.9039
World,OWID_WRL,2010,Modern Biofuels,699.7631
World,OWID_WRL,2010,Solar,94.12616
World,OWID_WRL,2010,Wind,961.486
World,OWID_WRL,2010,Hyrdropower,9520.602
World,OWID_WRL,2010,Nuclear,7373.091
World,OWID_WRL,2010,Gas,31593.695
World,OWID_WRL,2010,Oil,47971.41
World,OWID_WRL,2010,Coal,41937.48
World,OWID_WRL,2010,Traditional Biomass,11667
World,OWID_WRL,2011,Other renewables,1232.3865
World,OWID_WRL,2011,Modern Biofuels,735.38153
World,OWID_WRL,2011,Solar,181.10184
World,OWID_WRL,2011,Wind,1215.6783
World,OWID_WRL,2011,Hyrdropower,9635.082
World,OWID_WRL,2011,Nuclear,7021.4863
World,OWID_WRL,2011,Gas,32349.238
World,OWID_WRL,2011,Oil,48312.62
World,OWID_WRL,2011,Coal,43895.938
World,OWID_WRL,2011,Traditional Biomass,11553
World,OWID_WRL,2012,Other renewables,1334.975
World,OWID_WRL,2012,Modern Biofuels,762.47174
World,OWID_WRL,2012,Solar,278.36545
World,OWID_WRL,2012,Wind,1454.6062
World,OWID_WRL,2012,Hyrdropower,9985.715
World,OWID_WRL,2012,Nuclear,6500.3687
World,OWID_WRL,2012,Gas,33203.004
World,OWID_WRL,2012,Oil,49113.688
World,OWID_WRL,2012,Coal,44022.523
World,OWID_WRL,2012,Traditional Biomass,11441
World,OWID_WRL,2013,Other renewables,1442.059
World,OWID_WRL,2013,Modern Biofuels,828.65063
World,OWID_WRL,2013,Solar,377.72363
World,OWID_WRL,2013,Wind,1732.0238
World,OWID_WRL,2013,Hyrdropower,10324.202
World,OWID_WRL,2013,Nuclear,6512.8066
World,OWID_WRL,2013,Gas,33741.91
World,OWID_WRL,2013,Oil,49590.31
World,OWID_WRL,2013,Coal,44670.625
World,OWID_WRL,2013,Traditional Biomass,11330
World,OWID_WRL,2014,Other renewables,1560.9077
World,OWID_WRL,2014,Modern Biofuels,878.8694
World,OWID_WRL,2014,Solar,534.40076
World,OWID_WRL,2014,Wind,1912.321
World,OWID_WRL,2014,Hyrdropower,10535.74
World,OWID_WRL,2014,Nuclear,6606.008
World,OWID_WRL,2014,Gas,33977.36
World,OWID_WRL,2014,Oil,49934.684
World,OWID_WRL,2014,Coal,44858.12
World,OWID_WRL,2014,Traditional Biomass,11220
World,OWID_WRL,2015,Other renewables,1688.6459
World,OWID_WRL,2015,Modern Biofuels,912.97784
World,OWID_WRL,2015,Solar,689.34564
World,OWID_WRL,2015,Wind,2238.8726
World,OWID_WRL,2015,Hyrdropower,10447.261
World,OWID_WRL,2015,Nuclear,6655.106
World,OWID_WRL,2015,Gas,34788.023
World,OWID_WRL,2015,Oil,50964.02
World,OWID_WRL,2015,Coal,43669.83
World,OWID_WRL,2015,Traditional Biomass,11111
World,OWID_WRL,2016,Other renewables,1714.8402
World,OWID_WRL,2016,Modern Biofuels,953.7291
World,OWID_WRL,2016,Solar,879.17914
World,OWID_WRL,2016,Wind,2575.6694
World,OWID_WRL,2016,Hyrdropower,10746.731
World,OWID_WRL,2016,Nuclear,6714.155
World,OWID_WRL,2016,Gas,35592.57
World,OWID_WRL,2016,Oil,51992.56
World,OWID_WRL,2016,Coal,42715.14
World,OWID_WRL,2016,Traditional Biomass,11111
World,OWID_WRL,2017,Other renewables,1826.1881
World,OWID_WRL,2017,Modern Biofuels,974.0694
World,OWID_WRL,2017,Solar,1185.5515
World,OWID_WRL,2017,Wind,3037.927
World,OWID_WRL,2017,Hyrdropower,10834.706
World,OWID_WRL,2017,Nuclear,6734.279
World,OWID_WRL,2017,Gas,36521.11
World,OWID_WRL,2017,Oil,52866.46
World,OWID_WRL,2017,Coal,43129.867
World,OWID_WRL,2017,Traditional Biomass,11111
World,OWID_WRL,2018,Other renewables,1973.996
World,OWID_WRL,2018,Modern Biofuels,1049.8936
World,OWID_WRL,2018,Solar,1523.3044
World,OWID_WRL,2018,Wind,3358.8267
World,OWID_WRL,2018,Hyrdropower,11084.954
World,OWID_WRL,2018,Nuclear,6855.408
World,OWID_WRL,2018,Gas,38355.83
World,OWID_WRL,2018,Oil,53405.137
World,OWID_WRL,2018,Coal,43795.4
World,OWID_WRL,2018,Traditional Biomass,11111
World,OWID_WRL,2019,Other renewables,2072.3691
World,OWID_WRL,2019,Modern Biofuels,1124.6016
World,OWID_WRL,2019,Solar,1858.954
World,OWID_WRL,2019,Wind,3744.7256
World,OWID_WRL,2019,Hyrdropower,11185.189
World,OWID_WRL,2019,Nuclear,7071.7817
World,OWID_WRL,2019,Gas,39058.266
World,OWID_WRL,2019,Oil,53512.844
World,OWID_WRL,2019,Coal,43534.613
World,OWID_WRL,2019,Traditional Biomass,11111
World,OWID_WRL,2020,Other renewables,2182.6973
World,OWID_WRL,2020,Modern Biofuels,1073.7583
World,OWID_WRL,2020,Solar,2243.835
World,OWID_WRL,2020,Wind,4186.181
World,OWID_WRL,2020,Hyrdropower,11448.027
World,OWID_WRL,2020,Nuclear,6776.866
World,OWID_WRL,2020,Gas,38603.406
World,OWID_WRL,2020,Oil,48609.645
World,OWID_WRL,2020,Coal,42233.39
World,OWID_WRL,2020,Traditional Biomass,11111
World,OWID_WRL,2021,Other renewables,2335.3115
World,OWID_WRL,2021,Modern Biofuels,1142.8717
World,OWID_WRL,2021,Solar,2771.829
World,OWID_WRL,2021,Wind,4851.594
World,OWID_WRL,2021,Hyrdropower,11222.36
World,OWID_WRL,2021,Nuclear,7037.069
World,OWID_WRL,2021,Gas,40670.66
World,OWID_WRL,2021,Oil,51349.656
World,OWID_WRL,2021,Coal,44564.812
World,OWID_WRL,2021,Traditional Biomass,11111
World,OWID_WRL,2022,Other renewables,2413.8076
World,OWID_WRL,2022,Modern Biofuels,1199.2067
World,OWID_WRL,2022,Solar,3448.2373
World,OWID_WRL,2022,Wind,5487.6
World,OWID_WRL,2022,Hyrdropower,11299.816
World,OWID_WRL,2022,Nuclear,6702.3394
World,OWID_WRL,2022,Gas,39413.043
World,OWID_WRL,2022,Oil,52969.59
World,OWID_WRL,2022,Coal,44854.035
World,OWID_WRL,2022,Traditional Biomass,11111
